Fiscal Year,Related Govt Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Purchase Order,Supplier & Other Non-Supplier Payees,Vouchers Paid,Vouchers Pending,Encumbrance Balance,Vouchers Pending Retainage,data_as_of,data_loaded_at,Non-Profit Indicator,Contract Number,Contract Title,Purchase Order Date,Purchasing Authority Description
2025,NO,5,Culture & Recreation,ART,ART Arts Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527990,Other Professional Services,SP_REV,Special Revenue Funds,SP_REV~11802,SR Culture & Rec Hotel Tax,3.0,Continuing Projects - Authority Control,000084880801,Kyle Casey Chu,27000.0,0.0,0.0,0.0,2026/01/31 08:27:04 PM,2026/05/25 03:01:24 AM,,1000032977.0,ART-CIP-24SFA31 GRANT,2024/07/24,Grant Competitive Solicitation
2025,NO,6,General Administration & Finance,HRD,HRD Human Resources,ADMIN,Administrative,NON_PERS_SVCS,Non-Personnel Services,RENTLSE_BLDG_STR,Rent/Lease-Building/Structure,530310,Misc Facilities Rental,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,Direct Payments,UC REGENTS / UNIVERSITY OF CALIF DAVIS,1000.0,0.0,0.0,0.0,2025/11/30 07:04:25 PM,2026/05/25 03:01:24 AM,,1000028269.0,UASI DEM BATEP CCS GLOBAL,2023/05/11,NON-PURCHASING
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544930,Cleaning Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000090222301,MEDLINE INDUSTRIES INC,16.95,0.0,0.0,0.0,2025/03/31 08:11:57 PM,2026/05/25 03:01:24 AM,,,,2025/01/29,
2025,NO,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535990,Other Current Expenses,ENT_FUND,Enterprise Funds,ENT_FUND~SFIA_OP,SFIA-Operating Fund,1.0,Operating,000085675401,CENTRAL COMPUTERS INC,8.0,0.0,0.0,0.0,2024/12/31 08:07:34 PM,2026/05/25 03:01:24 AM,,1000031406.0,Tech Marketplace 3.0_$20 mil,2024/09/05,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000091340701,MEDLINE INDUSTRIES INC,13.56,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/03/12,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000091071501,MEDLINE INDUSTRIES INC,173.67,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/03/02,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000090026501,MEDLINE INDUSTRIES INC,1071.26,0.0,0.0,0.0,2025/02/28 08:13:19 PM,2026/05/25 03:01:24 AM,,,,2025/01/22,
2025,NO,4,Community Health,DPH,DPH Public Health,ADMIN,Administrative,NON_PERS_SVCS,Non-Personnel Services,TRAINING,Training,522020,Training Costs Paid To Vendors,SP_REV,Special Revenue Funds,SP_REV~11580,SR Community Health-Grants,4.0,Grants Projects,Direct Payments,P-CARD ONLY US BANK N.A. - DPH,39466.08,0.0,0.0,0.0,2025/09/30 07:04:36 PM,2026/05/25 03:01:24 AM,,,,2017/08/12,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,5,Culture & Recreation,REC,REC Recreation & Park Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,SAFETY,Safety,545990,Other Safety Expenses,GEN_FUND,General Fund,GEN_FUND~10080,GF Overhead-Recreation & Parks,5.0,Work Orders/Overhead,Direct Payments,HERITAGE LANDSCAPE SUPPLY GROUP INC,-101.64,0.0,0.0,0.0,2025/11/30 08:32:36 PM,2026/05/25 03:01:24 AM,,1000036842.0,PUC_HHP_KARBONE_RA_6662_FY26,2025/09/24,ADMIN CODE 21.43 - PURCHASE & SALE OF ELECTRICITY & REL PROD BY PUC - BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544510,Minor Medical Equipment,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000093402401,MEDLINE INDUSTRIES INC,32.71,0.0,0.0,0.0,2025/06/12 06:59:34 PM,2026/05/25 03:01:24 AM,,,,2025/05/28,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544510,Minor Medical Equipment,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000081806701,MEDLINE INDUSTRIES INC,88.9,0.0,0.0,0.0,2024/06/20 08:33:44 PM,2026/05/25 03:01:24 AM,,,,2024/04/08,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544310,Laboratory Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000084515501,MEDLINE INDUSTRIES INC,138.82,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/07/12,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_FIX_CHGS,Other Fixed Charges,554130,Interest Expense,ENT_FUND,Enterprise Funds,ENT_FUND~SFIA_OP,SFIA-Operating Fund,1.0,Operating,Direct Payments,U.S. CUSTOMS AND BORDER PROTECTION,88265.52,0.0,0.0,0.0,2020/10/31 07:08:40 PM,2026/05/25 03:01:24 AM,,1000018269.0,HSA0679 COVID19 Hotel Rooms,,CHAPTER 21 EMERGENCY PROCUREMENT
2025,NO,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,OPR,Operating,MTL_SUPP,Materials & Supplies,INVENT,Inventories,541100,Inventories-Purchase,ENT_FUND,Enterprise Funds,ENT_FUND~MTA_TRANSIT,Transit,1.0,Operating,000082043702,VORTECH INDUSTRIES,318.58,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/04/18,MUNICIPAL TRANSPORATION AGENCY AUTHORITY - DOCUMENT BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543310,Vehicle Parts-Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,1.0,Operating,Direct Payments,TFB GLOBAL LLC,0.0,-478.32,0.0,0.0,2018/08/13 06:01:07 PM,2026/05/25 03:01:24 AM,,,,,ADMIN CODE 21.04(A)(6)-DIRECT PURCHASE BY GENERAL MANAGER OF PUC
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527990,Other Professional Services,GEN_FUND,General Fund,GEN_FUND~10060,GF Work Order,5.0,Work Orders/Overhead,000074902202,PRC,8759.04,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,X,1000024911.0,DPH:  SSA Advocate,2023/08/02,"ADMIN CODE. SOLE SOURCE, REQUIRES SF HEALTH COMMISSION APPROVAL"
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000083527701,MEDLINE INDUSTRIES INC,7.36,0.0,0.0,0.0,2024/06/20 08:33:44 PM,2026/05/25 03:01:24 AM,,,,2024/06/11,
2025,NO,5,Culture & Recreation,REC,REC Recreation & Park Commsn,CAP,Capital,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527040,Construction Contracts,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,000091400201,FIELDTURF USA INC,843732.43,0.0,0.0,0.0,2025/10/31 08:39:51 PM,2026/05/25 03:01:24 AM,,1000035540.0,Synthetic Turf Cooperative,2025/08/13,CONSTRUCTION SERVICES
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000089071201,MEDLINE INDUSTRIES INC,635.87,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/13,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,2,"Public Works, Transportation & Commerce",PRT,PRT Port,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,ENT_PROMO,Entertainment and Promotion,525010,Promotional & Entertainmnt Exp,ENT_FUND,Enterprise Funds,ENT_FUND~PRT_OP,Port Operating,1.0,Operating,Direct Payments,San Francisco Business Times,2935.0,0.0,0.0,0.0,2021/09/30 07:15:14 PM,2026/05/25 03:01:24 AM,,,,,REDEVELOPMENT - DOCUMENT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,SAFETY,Safety,545310,Uniforms,ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000086677201,MEDLINE INDUSTRIES INC,95.85,0.0,0.0,0.0,2024/10/31 08:05:59 PM,2026/05/25 03:01:24 AM,,,,2024/09/16,
2025,NO,1,Public Protection,SHF,SHF Sheriff,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,TRAINING,Training,522020,Training Costs Paid To Vendors,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,TRIDENT K9 CONSULTING INC,4500.0,0.0,0.0,0.0,2022/07/08 11:07:50 AM,2026/05/25 03:01:24 AM,,1000015809.0,Investment Management Services,,No purchasing authority in legacy system
2025,NO,5,Culture & Recreation,REC,REC Recreation & Park Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549610,Recreation & Athletic Supplies,GEN_FUND,General Fund,GEN_FUND~10010,GF Annual Authority Ctrl,2.0,Annual Projects - Authority Control,000083090002,ALPINE AWARDS AND ADVERTISING INC,5237.65,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/05/24,PROP Q AUTHORITY NOT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544510,Minor Medical Equipment,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000090014401,MEDLINE INDUSTRIES INC,4.41,0.0,0.0,0.0,2025/02/28 08:13:19 PM,2026/05/25 03:01:24 AM,,,,2025/01/22,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,SAFETY,Safety,545310,Uniforms,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000086631601,MEDLINE INDUSTRIES INC,4.69,0.0,0.0,0.0,2024/11/30 08:08:01 PM,2026/05/25 03:01:24 AM,,,,2024/09/13,
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,CAP,Capital,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527510,Management Consulting Services,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_CPTL_PRJ,SFWD-Capital Projects Fund,0.0,Unspecified,000059860802,Woodard & Curran-SRT Consultants JV,17896.15,0.0,0.0,0.0,2024/11/30 08:08:01 PM,2026/05/25 03:01:24 AM,,1000017996.0,PUC WTR Resources PF Srvs,2022/02/17,"TERM CONTRACT PROFSERV-BID, ENVIRONMENTAL CONSULTING"
2025,NO,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,MEMBER_FEE,Membership Fees,524010,Membership Fees,ENT_FUND,Enterprise Funds,ENT_FUND~SFIA_OP,SFIA-Operating Fund,1.0,Operating,Direct Payments,CALIFORNIA EMERGENCY SERVICES ASSOC,7800.0,0.0,0.0,0.0,2025/04/30 07:31:33 PM,2026/05/25 03:01:24 AM,X,1000031879.0,Tech Mktplc 2.0 Tier 2,2017/08/31,Term Contract
2025,YES,3,Human Welfare & Neighborhood Development,CII,CII Commty Invest & Infrstrctr,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527510,Management Consulting Services,PVT_PURPS_TRST,Private Purpose Trust Fund,PVT_PURPS_TRST~30100,OCII CPF Annual Authority Ctrl,2.0,Annual Projects - Authority Control,000085070501,MJF & ASSOCIATES CONSULTING,14855.82,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/07/29,REDEVELOPMENT - DOCUMENT BID
2025,NO,1,Public Protection,SHF,SHF Sheriff,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,000088524701,Global Equipment Company Inc.,3962.64,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,1000031014.0,TC74106E Industrial Supplies,2025/03/03,Term Contract
2025,NO,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,OPR,Operating,MTL_SUPP,Materials & Supplies,INVENT,Inventories,541100,Inventories-Purchase,ENT_FUND,Enterprise Funds,ENT_FUND~MTA_TRANSIT,Transit,1.0,Operating,000082525602,GILLIG LLC,573.5,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/05/08,MUNICIPAL TRANSPORATION AGENCY AUTHORITY - DOCUMENT BID
2025,NO,1,Public Protection,SHF,SHF Sheriff,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549410,Minor Furnishings,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,000088526901,Global Equipment Company Inc.,554.92,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,1000031014.0,TC74106E Industrial Supplies,2024/12/13,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527890,Other Medical Services,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,Direct Payments,Marilyn Scholze MFT,6026.32,0.0,0.0,0.0,2018/08/13 06:01:07 PM,2026/05/25 03:01:24 AM,,,,,ADMIN CODE 21.04(A)(6)-DIRECT PURCHASE BY GENERAL MANAGER OF PUC
2025,NO,1,Public Protection,DAT,DAT District Attorney,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,OTH_CURR_EXP,Other Current Expenses,535420,Crt Reporter Transcripts Svcs,GEN_FUND,General Fund,GEN_FUND~10020,GF Continuing Authority Ctrl,3.0,Continuing Projects - Authority Control,Direct Payments,ACCENT ON LANGUAGES INC,1915.01,0.0,0.0,0.0,2025/11/30 08:32:36 PM,2026/05/25 03:01:24 AM,,1000036842.0,PUC_HHP_KARBONE_RA_6662_FY26,2025/09/24,ADMIN CODE 21.43 - PURCHASE & SALE OF ELECTRICITY & REL PROD BY PUC - BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544930,Cleaning Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000087175601,MEDLINE INDUSTRIES INC,22.59,0.0,0.0,0.0,2024/11/30 08:08:01 PM,2026/05/25 03:01:24 AM,,,,2024/10/02,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~LHH_OP,LHH-Operating Fund,1.0,Operating,000083664501,MEDLINE INDUSTRIES INC,471.77,0.0,0.0,0.0,2024/06/20 07:55:55 AM,2026/05/25 03:01:24 AM,,,,2024/06/16,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000085105801,MEDLINE INDUSTRIES INC,269.96,0.0,0.0,0.0,2024/08/31 08:15:27 PM,2026/05/25 03:01:24 AM,,,,2024/07/29,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000084977701,SIENTRA INC,1500.0,0.0,0.0,0.0,2024/09/30 08:13:34 PM,2026/05/25 03:01:24 AM,,1000017716.0,TC61450 DPH Breast Implants,2024/07/24,"MEDICAL, SURGICAL & DENTAL EQUIPMENT; INSTRUMENTS; PROSTHETIC DEVICES;SPECIAL SUPPLIES."
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,OTH_MATL_SUPP,Other Materials/Supplies,549990,Other Materials & Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000080012802,SAN FRANCISCO SUPPLY MASTERS INC DBA CLE,37526.49,0.0,0.0,0.0,2025/02/06 10:05:22 AM,2026/05/25 03:01:24 AM,,1000029324.0,TC97510 Disposables Kitchen,2025/02/06,COMPETITIVE SOLICITATION
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527990,Other Professional Services,SP_REV,Special Revenue Funds,SP_REV~11580,SR Community Health-Grants,4.0,Grants Projects,000080202202,HELUNA HEALTH,27750.66,0.0,0.0,0.0,2025/11/30 07:04:25 PM,2026/05/25 03:01:24 AM,X,1000028303.0,DPH Program Admin and Support,2024/12/06,"ADMIN CODE. SOLE SOURCE, REQUIRES SF HEALTH COMMISSION APPROVAL"
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,EQUIP_MNTC_SUP,Equipment Mntc Supplies,543310,Vehicle Parts-Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,1.0,Operating,Direct Payments,TFB GLOBAL LLC,0.0,-1434.96,0.0,0.0,2023/09/30 07:16:37 PM,2026/05/25 03:01:24 AM,,,,,PROP Q AUTHORITY WITH BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000091986901,MEDLINE INDUSTRIES INC,190.12,0.0,0.0,0.0,2025/05/31 08:10:34 PM,2026/05/25 03:01:24 AM,,,,2025/04/06,
2025,NO,6,General Administration & Finance,ADM,ADM GSA - City Administrator,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,MNTSVCS_EQUIP,Maint Svcs-Equipment,529110,Dp-Wp Equipment Maint,INTRL_SRVC,Internal Service Funds,INTRL_SRVC~IS_CNTRL_SHP,IS-Central Shops Fund,1.0,Operating,000085431001,NEW RELIANCE AUTO REPAIR INC,1628.55,0.0,0.0,0.0,2024/09/30 08:13:34 PM,2026/05/25 03:01:24 AM,,,,2024/08/12,PROP Q AUTHORITY NOT BID
2025,NO,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commsn,OPR,Operating,MTL_SUPP,Materials & Supplies,INVENT,Inventories,541100,Inventories-Purchase,ENT_FUND,Enterprise Funds,ENT_FUND~SFWD_OP,SFWD-Operating Fund,1.0,Operating,000086029601,M S C INDUSTRIAL SUPPLY COMPANY INC,9973.05,0.0,0.0,0.0,2024/10/31 08:05:59 PM,2026/05/25 03:01:24 AM,,1000030247.0,TC74106D Industrial Supplies,2024/08/27,Term Contract
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000090668501,SMITH & NEPHEW INC,1425.51,0.0,0.0,0.0,2025/04/30 08:23:29 PM,2026/05/25 03:01:24 AM,,,,2025/02/14,UNIV HEALTHSYSTEMS CONSORTIUM SERVICES - HEALTH DEPT USE ONLY - DOC BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544210,Iv Solutions,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000083896901,MEDLINE INDUSTRIES INC,0.0,0.0,168.12,0.0,2024/07/24 02:43:51 PM,2026/05/25 03:01:24 AM,,,,2024/06/30,
2025,NO,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,UTILITIES,Utilities,532410,Telephone Chrgs-Non Work Order,ENT_FUND,Enterprise Funds,ENT_FUND~SFIA_OP,SFIA-Operating Fund,1.0,Operating,Direct Payments,REMOTE SATELLITE SYSTEMS INTL INC,564.25,0.0,0.0,0.0,2024/10/31 07:22:39 PM,2026/05/25 03:01:24 AM,,1000031208.0,ECN CERF Contra Costa Sub-Regi,,Grant No Bid – compliance with law/contract/funding source
2025,NO,6,General Administration & Finance,TIS,DT  GSA - Technology,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,PROF_SPEC_SVC,Professional/Specialized Svcs,527990,Other Professional Services,GEN_FUND,General Fund,GEN_FUND~10000,GF Annual Account Ctrl,1.0,Operating,Direct Payments,ACTNET ADVANCED TECHNOLOGY CORP,20475.0,0.0,0.0,0.0,2024/08/31 07:18:24 PM,2026/05/25 03:01:24 AM,,1000032036.0,SFNMHC - Housing for Survivors,,Grant Competitive Solicitation
2025,NO,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,OPR,Operating,NON_PERS_SVCS,Non-Personnel Services,ENT_PROMO,Entertainment and Promotion,525010,Promotional & Entertainmnt Exp,ENT_FUND,Enterprise Funds,ENT_FUND~SFIA_OP,SFIA-Operating Fund,1.0,Operating,Direct Payments,SAN MATEO COUNTY CVB,5000.0,0.0,0.0,0.0,2024/10/31 07:22:39 PM,2026/05/25 03:01:24 AM,X,1000031208.0,ECN CERF Contra Costa Sub-Regi,,Grant No Bid – compliance with law/contract/funding source
2025,NO,6,General Administration & Finance,MYR,MYR Mayor,OPR,Operating,DEBT_SERVICE,Debt Service,DEBT_ISS_COST,Debt Issuance Cost,573110,Bond Issuance Cost-Unamortized,SP_REV,Special Revenue Funds,SP_REV~10575,SR 2016 HOUS REHAB GO3rd 2025E,0.0,Unspecified,Direct Payments,STRADLING YOCCA CARLSON & RAUTH,2240000.0,0.0,0.0,0.0,2026/04/30 07:04:48 PM,2026/05/25 03:01:24 AM,,1000001791.0,Printing Bindery And Mailing S,2017/09/18,PROP Q AUTHORITY NOT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000088734301,SPECIALTYCARE IOM SERVICES LLC,1948.0,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/02,PROP Q AUTHORITY NOT BID
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544990,"Other Hosp, Clinics&Lab Supply",ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000092161301,MEDLINE INDUSTRIES INC,491.09,0.0,0.0,0.0,2025/05/31 08:10:34 PM,2026/05/25 03:01:24 AM,,,,2025/04/11,
2025,NO,4,Community Health,DPH,DPH Public Health,OPR,Operating,MTL_SUPP,Materials & Supplies,HOSP_CLIN_LAB_SUPP,Hospital: Clinic/Lab Supplies,544410,Medical Supplies,ENT_FUND,Enterprise Funds,ENT_FUND~SFGH_OP_,SFGH-Operating Fund,1.0,Operating,000088924101,MEDLINE INDUSTRIES INC,119.44,0.0,0.0,0.0,2025/01/31 08:25:27 PM,2026/05/25 03:01:24 AM,,,,2024/12/09,
